98,Krabby,1,0.4,6.5,"Hyper Cutter, Shell Armor, Sheer Force ",River Crab Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png
99,Kingler,1,1.3,60,"Hyper Cutter, Shell Armor, Sheer Force ",Pincer Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png
100,Voltorb,1,0.5,10.4,"Soundproof, Static, Aftermath ",Ball Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png
101,Electrode,1,1.2,66.6,"Soundproof, Static, Aftermath ",Ball Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png
102,Exeggcute,1,0.4,2.5,"Chlorophyll, Harvest ",Egg Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png
103,Exeggutor,1,2,120,"Chlorophyll, Harvest, Frisk, Harvest ",Coconut Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png
104,Cubone,1,0.4,6.5,"Rock Head, Lightningrod, Battle Armor ",Lonely Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png
105,Marowak,1,1,45,"Rock Head, Lightningrod, Battle Armor, Cursed Body, Lightningrod, Rock Head ",Bone Keeper Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png
106,Hitmonlee,1,1.5,49.8,"Limber, Reckless, Unburden ",Kicking Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png
107,Hitmonchan,1,1.4,50.2,"Keen Eye, Iron Fist, Inner Focus ",Punching Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png
108,Lickitung,1,1.2,65.5,"Own Tempo, Oblivious, Cloud Nine ",Licking Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png
109,Koffing,1,0.6,1,Levitate ,Poison Gas Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png
110,Weezing,1,1.2,9.5,Levitate ,Poison Gas Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png
111,Rhyhorn,1,1,115,"Lightningrod, Rock Head, Reckless ",Spikes Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png
112,Rhydon,1,1.9,120,"Lightningrod, Rock Head, Reckless ",Drill Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png
113,Chansey,1,1.1,34.6,"Natural Cure, Serene Grace, Healer ",Egg Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png
114,Tangela,1,1,35,"Chlorophyll, Leaf Guard, Regenerator ",Vine Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png
115,Kangaskhan,1,2.2,80,"Early Bird, Scrappy, Inner Focus ",Parent Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png
116,Horsea,1,0.4,8,"Swift Swim, Sniper, Damp ",Dragon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png
117,Seadra,1,1.2,25,"Poison Point, Sniper, Damp ",Dragon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png
118,Goldeen,1,0.6,15,"Swift Swim, Water Veil, Lightningrod ",Goldfish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png
119,Seaking,1,1.3,39,"Swift Swim, Water Veil, Lightningrod ",Goldfish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
120,Staryu,1,0.8,34.5,"Illuminate, Natural Cure, Analytic ",Starshape Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png
121,Starmie,1,1.1,80,"Illuminate, Natural Cure, Analytic ",Mysterious Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png
122,Mr. Mime,1,1.3,54.5,"Soundproof, Filter, Technician ",Barrier Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png
123,Scyther,1,1.5,56,"Swarm, Technician, Steadfast ",Mantis Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png
124,Jynx,1,1.4,40.6,"Oblivious, Forewarn, Dry Skin ",Humanshape Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png
125,Electabuzz,1,1.1,30,"Static, Vital Spirit ",Electric Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png
126,Magmar,1,1.3,44.5,"Flame Body, Vital Spirit ",Spitfire Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png
127,Pinsir,1,1.5,55,"Hyper Cutter, Mold Breaker, Moxie ",Stagbeetle Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png
128,Tauros,1,1.4,88.4,"Intimidate, Anger Point, Sheer Force ",Wild Bull Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png
129,Magikarp,1,0.9,10,"Swift Swim, Rattled ",Fish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png
130,Gyarados,1,6.5,235,"Intimidate, Moxie ",Atrocious Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png
131,Lapras,1,2.5,220,"Water Absorb, Shell Armor, Hydration ",Transport Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png
132,Ditto,1,0.3,4,"Limber, Imposter ",Transform Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png
133,Eevee,1,0.3,6.5,"Run Away, Adaptability, Anticipation ",Evolution Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png
134,Vaporeon,1,1,29,"Water Absorb, Hydration ",Bubble Jet Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png
135,Jolteon,1,0.8,24.5,"Volt Absorb, Quick Feet ",Lightning Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png
136,Flareon,1,0.9,25,"Flash Fire, Guts ",Flame Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png
137,Porygon,1,0.8,36.5,"Trace, Download, Analytic ",Virtual Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png
138,Omanyte,1,0.4,7.5,"Swift Swim, Shell Armor, Weak Armor ",Spiral Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png
139,Omastar,1,1,35,"Swift Swim, Shell Armor, Weak Armor ",Spiral Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png
140,Kabuto,1,0.5,11.5,"Swift Swim, Battle Armor, Weak Armor ",Shellfish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png
141,Kabutops,1,1.3,40.5,"Swift Swim, Battle Armor, Weak Armor ",Shellfish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png
142,Aerodactyl,1,1.8,59,"Rock Head, Pressure, Unnerve ",Fossil Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png
143,Snorlax,1,2.1,460,"Immunity, Thick Fat, Gluttony ",Sleeping Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png
144,Articuno,1,1.7,55.4,"Pressure, Snow Cloak ",Freeze Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png
145,Zapdos,1,1.6,52.6,"Pressure, Static ",Electric Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png
146,Moltres,1,2,60,"Pressure, Flame Body ",Flame Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png
147,Dratini,1,1.8,3.3,"Shed Skin, Marvel Scale ",Dragon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png
148,Dragonair,1,4,16.5,"Shed Skin, Marvel Scale ",Dragon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png
149,Dragonite,1,2.2,210,"Inner Focus, Multiscale ",Dragon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png
150,Mewtwo,1,2,122,"Pressure, Unnerve ",Genetic Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png
151,Mew,1,0.4,4,Synchronize ,New Species Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png
152,Chikorita,2,0.9,6.4,"Overgrow, Leaf Guard ",Leaf Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png
153,Bayleef,2,1.2,15.8,"Overgrow, Leaf Guard ",Leaf Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png
154,Meganium,2,1.8,100.5,"Overgrow, Leaf Guard ",Herb Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png
155,Cyndaquil,2,0.5,7.9,"Blaze, Flash Fire ",Fire Mouse Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png
156,Quilava,2,0.9,19,"Blaze, Flash Fire ",Volcano Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png
157,Typhlosion,2,1.7,79.5,"Blaze, Flash Fire ",Volcano Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png
